"Country","Age","Gender","KidStatus","Education","WorkStatus","Income","Occupation","TenureYears","TenureMonths","CommunitySize","MatritalStatus","Sons","Daughters","X.DP.1..I.waste.a.lot.of.time.on.trivial.matters.before.getting.to.the.final.decisions","X.DP.2..Even.after.I.make.a.decision.I.delay.acting.upon.it","X.DP.3..I.donâ..t.make.decisions.unless.I.really.have.to","X.DP.4..I.delay.making.decisions.until.itâ..s.too.late","X.DP.5..I.put.off.making.decisions.until.itâ..s.too.late","X.AIP.1..I.pay.my.bills.on.time","X.AIP.2.I.am.prompt.and.on.time.for.most.appointments.","X.AIP.3.I.lay.out.my.clothes.the.night.before.I.have.an.important.appointment..so.I.wonâ..t.be.late","X.AIP.4..I.find.myself.running.later.than.I.would.like.to.be","X.AIP.5..I.donâ..t.get.things.done.on.time","X.AIP.6..If.someone.were.teaching.a.course.on.how.to.get.things.done.on.time..I.would.attend","X.AIP.7..My.friends.and.family.think.I.wait.until.the.last.minute.","X.AIP.8..I.get.important.things.done.with.time.to.spare","X.AIP.9..I.am.not.very.good.at.meeting.deadlines","X.AIP.10..I.find.myself.running.out.of.time.","X.AIP.11..I.schedule.doctorâ..s.appointments.when.I.am.supposed.to.without.delay","X.AIP.12..I.am.more.punctual.than.most.people.I.know","X.AIP.13..I.do.routine.maintenance..e.g...changing.the.car.oil..on.things.I.own.as.often.as.I.should","X.AIP.14.When.I.have.to.be.somewhere.at.a.certain.time.my.friends.expect.me.to.run.a.bit.late","X.AIP.15.Putting.things.off.till.the.last.minute.has.cost.me.money.in.the.past","X.GP.1.I.often.find.myself.performing.tasks.that.I.had.intended.to.do.days.before","X.GP2..I.often.miss.concerts..sporting.events..or.the.like.because.I.donâ..t.get.around.to.buying.tickets.on.time","X.GP.3..When.planning.a.party..I.make.the.necessary.arrangements.well.in.advance","X.GP.4..When.it.is.time.to.get.up.in.the.morning..I.most.often.get.right.out.of.bed","X.GP.5..A.letter.may.sit.for.days.after.I.write.it.before.mailing.it.possible","X.GP.6..I.generally.return.phone.calls.promptly","X.GP.7..Even.jobs.that.require.little.else.except.sitting.down.and.doing.them..I.find.that.they.seldom.get.done.for.days","X.GP.8..I.usually.make.decisions.as.soon.as.possible","X.GP.9..I.generally.delay.before.starting.on.work.I.have.to.do","X.GP.10..When.traveling..I.usually.have.to.rush.in.preparing.to.arrive.at.the.airport.or.station.at.the.appropriate.time","X.GP.11..When.preparing.to.go.out..I.am.seldom.caught.having.to.do.something.at.the.last.minute","X.GP.12..In.preparation.for.some.deadlines..I.often.waste.time.by.doing.other.things","X.GP.13..If.a.bill.for.a.small.amount.comes..I.pay.it.right.away","X.GP.14..I.usually.return.a.â.œRSVPâ...request.very.shortly.after.receiving.it","X.GP.15..I.often.have.a.task.finished.sooner.than.necessary","X.GP.16..I.always.seem.to.end.up.shopping.for.birthday.gifts.at.the.last.minute","X.GP.17..I.usually.buy.even.an.essential.item.at.the.last.minute","X.GP.18..I.usually.accomplish.all.the.things.I.plan.to.do.in.a.day","X.GP.19..I.am.continually.saying.â.œIâ..ll.do.it.tomorrowâ..","X.GP.20..I.usually.take.care.of.all.the.tasks.I.have.to.do.before.I.settle.down.and.relax.for.the.evening","X.SWLS.1..In.most.ways.my.life.is.close.to.my.ideal","X.SWLS.2.The.conditions.of.my.life.are.excellent","X.SWLS.3..I.am.satisfied.with.my.life.","X.SWLS.4..So.far.I.have.gotten.the.important.things.I.want.in.life","X.SWLS.5..If.I.could.live.my.life.over..I.would.change.almost.nothing","YouPro","OthersPro","HDI","Category","DPmean","AIPmean","GPmean","SWLSmean"
"United States",45,"Female","No Kids","Some University","full-time",35000,"Insurance Coordinator",14,0,"Medium-City","Single",2,0,3,4,3,2,2,1,1,1,3,3,2,3,2,3,3,3,3,4,2,3,4,2,2,4,2,4,4,3,5,2,4,4,2,2,4,3,4,4,4,4,2,4,4,3,1,"yes","yes",0.92,"Very High",2.8,2.46666666666667,3.35,2.8
"United States",45,"Female","No Kids","Masters","full-time",55000,"Speaker/Actor",17,0,"Medium-City","Single",2,0,4,4,4,3,2,3,3,5,5,5,1,5,3,3,4,1,4,2,5,4,5,3,1,5,1,2,5,4,5,5,5,5,2,3,4,4,1,4,3,4,4,3,4,4,3,"yes","yes",0.92,"Very High",3.4,3.53333333333333,3.55,3.6
"United States",55,"Female","Yes Kids","Masters","part-time",45000," consultant",0,9,"Large-City","Married",8,0,3,3,4,2,2,3,3,4,4,2,2,2,4,2,4,4,4,4,2,2,3,4,4,2,3,2,4,4,3,4,4,3,4,4,4,4,3,3,4,3,4,4,4,4,4,"yes","no",0.92,"Very High",2.8,3.06666666666667,3.45,4
"United States",28,"Female","No Kids","Bachelors","full-time",25000,"Editor",1,9,"Medium-City","Single",2,0,4,4,5,3,3,1,3,3,5,4,2,5,4,2,4,4,5,4,4,4,4,1,2,4,4,1,4,4,5,4,5,5,2,4,4,5,5,4,4,4,4,4,4,4,2,"yes","yes",0.92,"Very High",3.8,3.6,3.75,3.6
"United States",19,"Female","No Kids","Some University","student",10000,"",0,0,"Large-City","Single",2,0,2,2,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,3,2,2,2,3,1,5,1,1,3,2,1,1,2,2,3,3,4,4,4,3,"yes","yes",0.92,"Very High",1.8,1.26666666666667,1.9,3.6
"United States",28,"Male","No Kids","Masters","student",NA,"",0,0,"Medium-City","Married",2,0,4,4,4,3,3,1,3,4,4,2,1,3,4,2,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,2,3,2,"yes","no",0.92,"Very High",3.6,3.06666666666667,4,2.6
"United States",45,"Female","No Kids","Bachelors","unemployed",15000,"Unemployed",4,0,"Large-City","Married",2,0,3,4,4,3,3,1,2,2,3,3,4,3,3,3,3,2,3,3,2,3,4,2,2,3,4,4,4,3,4,2,3,4,2,2,4,3,2,4,4,4,2,2,3,3,3,"yes","no",0.92,"Very High",3.4,2.66666666666667,3.2,2.6
"United States",21,"Female","No Kids","Some University","student",10000,"",3,6,"Small-City","Single",2,0,3,4,4,3,3,1,1,2,3,2,2,4,4,2,3,4,3,4,2,3,4,4,3,2,4,3,4,4,5,3,4,4,4,4,4,3,3,4,3,4,3,3,4,4,4,"yes","yes",0.92,"Very High",3.4,2.66666666666667,3.65,3.6
"United States",22,"Male","No Kids","Diploma","student",NA,"",0,0,"Medium-City","Single",2,0,3,4,2,3,3,1,1,5,2,1,1,3,4,1,5,4,3,3,2,1,4,2,5,4,3,2,4,4,5,1,2,3,1,4,4,4,1,3,4,4,2,4,3,2,3,"yes","no",0.92,"Very High",3,2.46666666666667,3.2,2.8
"United States",24,"Female","No Kids","Bachelors","full-time",15000,"Retail / artist /writer",4,0,"Small-City","Single",2,0,3,3,3,2,2,1,2,4,3,2,1,4,4,3,3,4,4,3,3,2,3,2,3,4,4,2,3,4,3,4,4,3,2,3,3,4,4,3,3,4,3,3,4,3,4,"yes","yes",0.92,"Very High",2.6,2.86666666666667,3.25,3.4
"United States",55,"Female","No Kids","Masters","full-time",87500,"manager",NA,0,"Large-City","Single",2,0,4,3,3,3,3,1,1,4,4,3,2,2,4,1,2,2,1,3,1,3,4,3,3,2,2,3,4,3,4,4,5,4,5,2,5,4,3,3,4,3,2,2,2,3,1,"yes","no",0.92,"Very High",3.2,2.26666666666667,3.5,2
"United States",19,"Female","No Kids","Diploma","part-time",10000,"Customer Service",2,0,"Large-City","Single",2,0,3,4,3,3,3,1,5,5,4,4,5,5,1,5,5,4,5,4,3,1,4,1,1,5,2,1,1,2,4,3,1,3,1,3,3,4,4,1,5,5,1,2,3,2,5,"yes","yes",0.92,"Very High",3.2,3.8,2.7,2.6
"United States",24,"Male","No Kids","Masters","student",25000,"",3,0,"Large-City","Single",2,0,3,4,5,2,2,1,2,5,4,2,3,5,4,2,4,4,3,4,2,3,5,3,4,5,3,4,4,4,4,3,4,4,4,4,4,5,4,4,5,5,5,4,5,5,4,"yes","yes",0.92,"Very High",3.2,3.2,4.1,4.6
"United States",16,"Female","No Kids","Some High School","student",NA,"",0,0,"Large-City","Single",2,0,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,4,5,5,1,4,2,2,1,"yes","yes",0.92,"Very High",5,4.93333333333333,4.75,2
"United States",45,"Female","Yes Kids","Masters","student",10000,"",0,0,"Medium-City","Married",9,1,3,4,2,3,3,2,2,4,3,3,4,3,4,3,3,3,4,3,4,4,4,3,3,2,4,3,3,4,3,3,4,3,3,3,4,4,3,3,4,4,3,2,3,2,1,"yes","no",0.92,"Very High",3,3.26666666666667,3.35,2.2
"United States",55,"Female","Yes Kids","Bachelors","retired",150000,"Artist/administrator",10,0,"Medium-City","Married",2,1,2,2,3,2,2,1,1,3,1,2,1,2,3,1,3,3,2,3,1,2,2,2,3,2,3,2,3,2,3,2,3,3,2,4,4,3,3,3,3,4,3,4,4,4,3,"yes","yes",0.92,"Very High",2.2,1.93333333333333,2.8,3.6
"United States",55,"Male","Yes Kids","Masters","full-time",87500,"Social Media consultant",0,5,"Large-City","Married",9,0,2,1,2,1,1,2,4,3,4,2,2,4,3,1,3,2,4,2,4,3,2,2,4,1,1,2,2,3,4,2,3,2,4,2,3,3,2,2,2,3,3,3,2,3,4,"yes","no",0.92,"Very High",1.4,2.86666666666667,2.45,3
"United States",67,"Female","Yes Kids","Some University","part-time",35000,"Receptionist",6,0,"Small-City","Divorced",8,1,4,3,1,2,2,2,2,3,3,4,4,4,3,2,3,4,3,2,3,4,4,4,1,1,3,1,3,2,4,3,1,4,3,3,3,5,3,3,4,4,4,4,4,4,2,"yes","yes",0.92,"Very High",2.4,3.06666666666667,2.95,3.6
"United States",32,"Female","No Kids","Doctorate","full-time",45000,"",1,0,"Medium-City","Married",2,0,1,1,1,2,2,1,2,2,3,2,1,1,2,1,2,3,3,3,3,2,3,3,2,2,3,4,2,1,3,2,3,3,2,2,2,3,1,3,3,2,4,4,4,4,3,"no","no",0.92,"Very High",1.4,2.06666666666667,2.45,3.8
"United States",23,"Female","No Kids","Masters","student",10000,"",0,0,"Large-City","Single",2,0,3,3,1,1,1,2,2,2,3,3,5,3,4,3,3,3,5,4,3,3,3,2,2,4,3,2,3,3,4,2,3,3,2,3,4,3,3,3,3,4,4,4,5,5,4,"yes","no",0.92,"Very High",1.8,3.2,2.95,4.4
"United States",28,"Female","No Kids","Doctorate","full-time",150000,"Pharmacist",1,0,"Large-City","Single",2,0,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,3,"no","no",0.92,"Very High",1,1.13333333333333,1.05,4.6
"United States",28,"Female","No Kids","Bachelors","full-time",45000,"Program Specialist",1,5,"Large-City","Single",2,0,2,3,2,1,1,1,1,1,4,2,1,5,5,2,1,3,3,1,3,4,5,1,4,5,4,3,1,3,5,2,2,5,2,5,4,4,4,4,4,4,3,3,3,4,2,"yes","yes",0.92,"Very High",1.8,2.46666666666667,3.55,3
"United States",45,"Female","Yes Kids","Bachelors","full-time",35000," teacher",4,0,"Large-City","Married",8,1,4,4,5,5,5,5,4,5,5,5,5,4,1,5,5,5,5,5,2,4,4,3,4,5,2,1,5,4,5,5,5,5,5,4,4,5,5,5,5,5,4,3,5,4,1,"yes","yes",0.92,"Very High",4.6,4.33333333333333,4.3,3.4
"United States",32,"Female","No Kids","Masters","student",10000,"",2,0,"Medium-City","Single",2,0,4,5,4,2,2,1,1,2,3,3,1,2,3,2,5,1,3,3,3,2,5,1,1,4,3,1,4,3,5,2,2,3,3,3,3,3,1,5,5,3,4,4,4,3,3,"yes","no",0.92,"Very High",3.4,2.33333333333333,3,3.6
"United States",45,"Female","Yes Kids","Masters","full-time",25000," teacher",4,4,"Medium-City","Married",8,1,2,1,1,1,1,2,1,2,3,2,1,1,3,1,1,3,1,3,2,2,3,1,4,5,1,2,3,2,3,2,4,3,3,4,3,5,3,3,4,2,4,4,4,4,2,"no","no",0.92,"Very High",1.2,1.86666666666667,3,3.6
"United States",22,"Female","No Kids","Bachelors","part-time",25000,"Science writing intern",0,0,"Small-City","Single",2,0,4,5,3,4,3,1,1,3,3,4,3,5,5,3,4,1,2,4,3,3,4,2,3,4,4,4,5,4,4,4,5,4,4,4,5,4,3,4,3,4,2,3,3,3,2,"yes","yes",0.92,"Very High",3.8,3,3.9,2.6
"United States",28,"Male","No Kids","Bachelors","full-time",87500,"Software Developer",1,5,"Large-City","Single",2,0,4,4,5,2,2,1,1,4,2,2,2,4,2,2,4,2,1,3,1,3,2,1,1,1,2,2,4,4,4,2,2,5,3,3,4,5,4,3,3,3,5,5,5,4,5,"yes","yes",0.92,"Very High",3.4,2.26666666666667,2.9,4.8
"United States",32,"Female","No Kids","Masters","full-time",45000," teacher",6,0,"Large-City","Married",2,0,4,5,4,4,3,5,2,3,4,4,4,5,5,2,5,5,5,5,3,5,5,1,1,1,5,5,5,3,5,2,5,5,5,5,5,5,5,5,1,1,4,4,4,4,4,"yes","yes",0.92,"Very High",4,4.13333333333333,3.75,4
"United States",16,"Male","No Kids","Some High School","student",NA," school",13,0,"Small-City","Single",2,0,3,4,3,3,3,4,2,5,2,4,2,4,4,3,4,3,4,4,3,5,4,4,4,5,1,4,5,4,4,3,4,3,4,4,4,3,3,4,5,4,3,3,3,3,3,"yes","yes",0.92,"Very High",3.2,3.53333333333333,3.8,3
"United States",28,"Female","No Kids","Masters","student",15000,"",1,0,"Large-City","Married",2,0,2,3,3,2,2,1,2,5,4,1,1,3,5,1,1,5,3,5,2,2,3,3,4,5,1,5,1,3,3,4,4,2,1,5,5,5,4,5,3,4,2,4,4,4,4,"yes","yes",0.92,"Very High",2.4,2.73333333333333,3.5,3.6
"United States",25,"Male","No Kids","Diploma","part-time",87500,"Software Developer",1,0,"Large-City","Single",2,0,3,3,5,5,5,5,4,5,3,4,1,5,5,5,4,5,5,5,3,5,5,4,4,5,5,3,5,4,4,4,4,4,4,5,5,4,5,5,5,5,4,4,4,3,3,"yes","yes",0.92,"Very High",4.2,4.26666666666667,4.45,3.6
"United States",37,"Female","No Kids","Doctorate","full-time",55000,"engineer",4,0,"Medium-City","Single",2,0,2,3,2,1,1,1,1,1,3,2,1,1,4,1,2,3,3,2,1,3,3,1,5,5,1,4,3,3,3,1,4,4,1,2,4,4,3,3,3,4,2,3,3,3,5,"yes","no",0.92,"Very High",1.8,1.93333333333333,3.05,3.2
"United States",28,"Female","No Kids","Masters","full-time",35000,"research specialist",0,7,"Medium-City","Married",2,0,3,4,4,3,2,1,1,4,4,3,4,3,4,4,4,3,2,4,2,3,3,2,3,4,3,3,4,5,3,2,3,4,3,3,4,4,5,4,4,4,3,4,4,3,4,"yes","yes",0.92,"Very High",3.2,3.06666666666667,3.5,3.6
"United States",45,"Female","No Kids","Masters","full-time",67500,"Editor",7,8,"Small-City","Single",2,0,5,4,1,2,2,1,1,5,2,5,3,2,4,5,5,4,2,3,2,4,5,3,3,4,1,3,4,1,4,2,3,5,1,1,5,5,4,4,5,4,2,2,2,2,2,"yes","yes",0.92,"Very High",2.8,3.2,3.35,2
"United States",45,"Female","No Kids","Masters","full-time",87500,"manager IT",7,0,"Large-City","Divorced",2,0,4,5,5,4,4,3,2,3,2,4,4,4,4,4,4,4,3,4,3,5,5,4,3,5,5,3,4,4,4,2,3,4,4,4,4,4,4,4,5,4,2,2,3,3,2,"yes","yes",0.92,"Very High",4.4,3.53333333333333,3.95,2.4
"United States",22,"Male","No Kids","Some University","full-time",87500,"Software Developer",2,0,"Medium-City","Single",2,0,3,5,4,3,3,5,1,2,1,3,1,3,4,1,3,3,2,3,1,5,4,5,1,5,5,5,4,5,4,1,1,4,5,5,2,4,5,3,3,2,3,3,3,2,1,"yes","yes",0.92,"Very High",3.6,2.53333333333333,3.65,2.4
"United States",21,"Female","No Kids","Some University","student",10000,"Nanny",3,0,"Small-City","Single",2,0,2,2,1,1,1,1,2,3,4,2,4,3,4,2,4,2,4,2,2,3,4,1,2,5,2,2,2,3,3,3,3,4,2,3,4,4,3,3,3,3,4,3,3,3,3,"yes","yes",0.92,"Very High",1.4,2.8,2.95,3.2
"United States",37,"Female","No Kids","Doctorate","full-time",67500," Epidemiologist",2,0,"Large-City","Married",2,0,3,3,1,1,1,1,1,4,2,2,2,1,2,1,2,2,2,4,2,2,2,2,1,2,2,3,2,2,3,2,2,3,1,1,2,4,3,3,1,3,4,5,5,5,4,"no","no",0.92,"Very High",1.8,2,2.2,4.6
"United States",37,"Male","No Kids","Bachelors","unemployed",10000,"",0,0,"Large-City","Single",2,0,5,5,5,5,5,3,3,3,4,5,3,5,4,4,5,4,4,3,4,5,5,4,5,3,3,4,5,5,5,5,5,5,4,3,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",0.92,"Very High",5,3.93333333333333,4.55,1
"United States",23,"Male","No Kids","Bachelors","full-time",55000,"",0,4,"Large-City","Single",2,0,2,2,3,2,3,1,4,5,3,2,2,3,3,2,3,4,3,3,4,2,3,4,2,4,5,5,1,4,3,4,3,3,1,3,3,5,4,4,4,4,2,4,2,3,3,"yes","yes",0.92,"Very High",2.4,2.93333333333333,3.45,2.8
"United States",45,"Female","No Kids","Doctorate","full-time",87500,"",0,9,"Medium-City","Single",2,0,4,4,4,4,4,1,4,5,5,3,2,5,3,3,5,3,5,3,5,5,5,3,4,4,3,3,2,4,5,5,4,2,4,3,5,1,3,5,4,2,1,1,1,1,1,"yes","yes",0.92,"Very High",4,3.8,3.55,1
"United States",45,"Female","Yes Kids","Masters","full-time",NA," teacher",1,0,"Small-City","Married",9,1,5,3,5,2,2,2,1,3,4,2,4,3,3,2,4,5,3,4,4,1,3,1,3,4,3,1,3,5,3,4,4,2,1,4,2,5,5,4,4,2,3,3,3,5,4,"yes","no",0.92,"Very High",3.4,3,3.15,3.6
"United States",25,"Female","No Kids","Masters","student",25000,"Graduate Research Assistant",1,3,"Large-City","Single",2,0,4,4,3,3,3,3,4,2,5,5,5,5,5,5,5,2,5,1,5,5,5,2,3,4,5,3,5,5,5,4,5,5,3,3,5,4,3,5,4,5,3,3,4,4,3,"yes","yes",0.92,"Very High",3.4,4.13333333333333,4.15,3.4
"United States",45,"Male","No Kids","Bachelors","full-time",15000,"HVAC Tech",0,6,"Small-City","Single",2,0,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,4,3,4,5,5,5,5,1,4,5,5,5,5,5,4,4,5,4,5,2,2,2,1,2,"yes","yes",0.92,"Very High",5,4.8,4.4,1.8
"United States",45,"Male","No Kids","Masters","full-time",67500,"Accounting Manager",0,0,"Medium-City","Single",2,0,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",0.92,"Very High",5,4.93333333333333,5,1
"United States",45,"Male","No Kids","Masters","full-time",67500,"Accounting Manager",0,0,"Medium-City","Single",2,0,5,5,5,5,5,3,5,5,5,5,1,5,5,5,5,5,5,3,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",0.92,"Very High",5,4.46666666666667,4.8,1
"United States",45,"Male","No Kids","Masters","full-time",67500,"",0,0,"Medium-City","Single",2,0,5,5,5,5,5,3,5,5,5,5,1,5,5,5,5,5,5,3,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",0.92,"Very High",5,4.46666666666667,4.8,1
"United States",32,"Female","Yes Kids","Masters","full-time",67500,"Marketing",4,0,"Small-City","Married",2,1,3,2,2,2,2,1,2,3,3,4,5,4,4,4,4,2,2,3,2,4,4,2,1,5,4,3,3,2,5,2,4,5,2,3,4,4,4,4,4,3,4,4,4,4,4,"yes","yes",0.92,"Very High",2.2,3.13333333333333,3.4,4
"United States",37,"Female","No Kids","Masters","full-time",35000,"Self-employed writer/editor",4,0,"Large-City","Single",2,0,3,3,3,2,2,2,2,3,4,3,2,4,5,5,5,4,2,3,2,5,5,2,2,5,4,2,4,3,5,3,4,5,3,2,4,3,4,5,5,5,3,3,3,4,2,"yes","yes",0.92,"Very High",2.6,3.4,3.75,3
"United States",45,"Female","Yes Kids","Bachelors","part-time",35000,"Healthcare Consultant",2,0,"Large-City","Married",2,3,4,3,3,3,3,3,4,2,5,5,5,4,5,3,5,3,5,3,4,4,5,2,3,4,4,3,4,3,4,4,5,4,4,2,4,3,3,4,4,3,3,3,2,3,3,"yes","yes",0.92,"Very High",3.2,4,3.6,2.8
"United States",45,"Male","Yes Kids","Diploma","full-time",150000,"Sales",3,0,"Large-City","Married",2,3,3,4,3,3,3,4,1,2,3,3,4,3,4,3,4,2,1,3,1,4,4,1,5,2,3,2,3,3,4,1,3,3,5,4,3,5,3,5,4,5,1,1,1,1,1,"yes","no",0.92,"Very High",3.2,2.8,3.4,1
"United States",7,"Female","No Kids","Grade School","student",NA,"",NA,7,"Large-City","Single",2,0,4,1,1,1,3,2,3,1,3,3,2,2,1,3,5,3,4,5,3,4,4,4,3,3,3,3,3,3,3,3,5,4,2,1,2,5,5,2,5,3,5,5,4,4,2,"yes","yes",0.92,"Very High",2,2.93333333333333,3.3,4
"United States",28,"Male","No Kids","Diploma","part-time",15000," Diplomat",0,1,"Large-City","Single",2,0,5,5,5,5,5,2,2,4,4,5,5,5,3,3,4,2,2,4,2,5,5,1,5,3,4,2,4,3,4,5,4,4,2,2,3,4,4,4,5,4,3,3,3,3,2,"yes","yes",0.92,"Very High",5,3.46666666666667,3.6,2.8
"United States",45,"Male","No Kids","Bachelors","full-time",NA,"",10,0,"Small-City","Single",2,0,2,2,2,1,1,1,1,2,3,3,1,2,3,1,4,2,2,2,2,3,3,2,2,2,3,2,3,3,3,3,3,3,2,2,3,5,3,3,3,2,3,4,4,3,3,"yes","",0.92,"Very High",1.6,2.13333333333333,2.75,3.4
"United States",45,"Male","No Kids","Masters","part-time",250000,"",5,0,"Large-City","Single",2,0,4,4,4,4,4,1,1,4,2,5,4,4,5,5,4,3,2,2,2,4,3,2,2,2,2,3,4,4,5,3,3,4,2,5,4,3,3,5,5,4,3,3,4,3,2,"yes","yes",0.92,"Very High",4,3.2,3.4,3
"United States",37,"Female","Yes Kids","Masters","",NA," houswife",1,1,"Small-City","Married",9,0,2,2,2,2,3,1,2,2,5,4,3,2,2,3,4,3,2,4,4,3,4,3,2,3,4,3,4,3,3,4,4,3,2,3,3,4,4,3,4,4,4,5,4,5,3,"yes","yes",0.92,"Very High",2.2,2.93333333333333,3.35,4.2
"United States",19,"Male","No Kids","Some University","student",10000,"",NA,0,"Medium-City","Single",2,0,2,3,2,2,2,2,1,5,2,2,1,5,3,1,5,5,2,4,1,1,4,1,3,4,1,3,4,2,5,1,2,5,1,3,4,1,2,4,5,5,3,4,4,5,5,"yes","yes",0.92,"Very High",2.2,2.66666666666667,3,4.2
"United States",55,"Female","Yes Kids","Doctorate","retired",55000,"",5,0,"Rural/Country","Married",9,1,3,3,2,1,1,1,2,3,4,4,2,4,3,1,1,1,4,4,4,3,4,1,1,5,2,3,3,2,4,3,4,3,3,2,3,3,2,5,5,5,4,4,4,5,4,"yes","yes",0.92,"Very High",2,2.73333333333333,3.15,4.2
"United States",32,"Female","No Kids","Masters","student",25000,"",3,7,"Large-City","Separated",2,0,5,5,3,3,3,1,2,1,3,5,4,3,3,3,5,4,3,2,2,2,5,3,3,3,2,3,4,4,5,3,3,5,1,1,4,3,3,5,5,4,2,3,1,1,4,"yes","yes",0.92,"Very High",3.8,2.86666666666667,3.45,2.2
"United States",55,"Male","No Kids","Diploma","unemployed",25000,"",0,0,"Medium-City","Single",2,0,1,2,3,4,5,2,3,4,1,2,3,4,1,3,3,5,4,3,4,5,4,3,4,5,2,3,4,1,4,3,5,2,3,2,1,4,3,4,1,4,2,3,3,4,4,"yes","no",0.92,"Very High",3,3.13333333333333,3.1,3.2
"United States",55,"Female","Yes Kids","Some University","unemployed",25000,"Unemployed",17,0,"Rural/Country","Married",4,0,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,3,1,"yes","yes",0.92,"Very High",5,4.86666666666667,4.6,1.6
"United States",67,"Female","No Kids","Doctorate","full-time",15000,"researcher",30,0,"Medium-City","Married",2,0,5,4,3,4,4,1,1,1,3,5,2,5,4,4,5,1,3,2,2,5,5,2,2,3,1,1,3,5,4,1,3,4,2,3,4,3,3,5,5,3,3,4,2,2,3,"yes","yes",0.92,"Very High",4,2.93333333333333,3.1,2.8
"United States",28,"Female","No Kids","Masters","full-time",25000,"",4,0,"Large-City","Married",2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,3,2,2,1,1,1,1,2,1,5,1,1,2,1,1,1,1,5,5,5,5,5,"no","no",0.92,"Very High",1.2,1.2,1.5,5
"United States",55,"Male","Yes Kids","Bachelors","full-time",150000,"Pharmacist",30,0,"Rural/Country","Married",8,0,2,2,2,2,2,1,1,4,1,2,1,1,3,2,2,3,2,2,1,2,2,2,3,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,3,"no","no",0.92,"Very High",2,1.86666666666667,2.05,3.8
"United States",55,"Female","Yes Kids","Doctorate","full-time",45000,"chiropractor",5,0,"Large-City","Divorced",9,0,5,4,5,4,4,2,2,3,5,4,3,4,5,4,5,5,4,5,4,4,5,5,4,2,5,5,5,5,4,5,4,5,4,4,5,5,5,5,1,5,2,3,2,3,1,"yes","yes",0.92,"Very High",4.4,3.93333333333333,4.4,2.2
"United States",7,"Female","No Kids","Some High School","student",10000,"",7,6,"Small-City","Single",2,0,4,4,2,2,2,2,2,3,3,4,5,4,5,4,4,3,2,3,2,3,4,2,1,4,3,2,4,4,5,2,3,4,2,2,5,3,3,4,4,5,3,4,4,3,4,"yes","yes",0.92,"Very High",2.8,3.26666666666667,3.3,3.6
"United States",19,"Female","No Kids","Some University","student",10000,"",0,0,"Medium-City","Single",2,0,5,4,3,3,3,1,1,4,4,2,1,5,4,2,4,2,3,2,2,2,4,1,3,5,4,1,3,4,5,3,2,3,1,2,5,4,3,2,4,4,3,3,4,2,3,"yes","yes",0.92,"Very High",3.6,2.6,3.15,3
"United States",32,"Female","Yes Kids","Some University","unemployed",250000," houswife",6,3,"Medium-City","Married",9,1,5,5,5,5,5,3,5,5,5,5,5,5,5,3,5,5,5,4,5,5,5,5,5,2,5,3,5,5,5,5,5,5,4,2,4,5,5,5,5,5,2,1,1,1,1,"yes","yes",0.92,"Very High",5,4.66666666666667,4.5,1.2
"United States",32,"Male","No Kids","Doctorate","student",25000,"",2,0,"Medium-City","Single",2,0,5,5,4,4,4,2,2,5,2,4,4,4,4,3,4,5,3,5,2,4,4,4,4,5,1,2,4,4,3,2,4,4,4,4,4,2,5,4,4,4,2,3,3,3,2,"yes","no",0.92,"Very High",4.4,3.53333333333333,3.6,2.6
"United States",45,"Female","No Kids","Doctorate","full-time",35000,"college faculty",6,0,"Small-City","Single",2,0,5,4,3,2,2,1,3,5,5,5,5,5,3,4,3,3,3,4,3,3,4,1,3,3,3,3,3,3,3,2,2,4,4,3,3,1,4,3,3,3,1,5,2,3,1,"yes","yes",0.92,"Very High",3.2,3.66666666666667,2.9,2.4
