"CountryOfResidence","Age","Gender","Kids","Education","WorkStatus","AnnualIncome","Occupation","OccupationYears","OccupationMonths","CommunitySize","MaritalStatus","NumberSons","NumberDaughters","DP1","DP2","DP3","DP4","DP5","AIP1","AIP2","AIP3","AIP4","AIP5","AIP6","AIP7","AIP8","AIP9","AIP10","AIP11","AIP12","AIP13","AIP14","AIP15","GP1","GP2","GP3","GP4","GP5","GP6","GP7","GP8","GP9","GP10","GP11","GP12","GP13","GP14","GP15","GP16","GP17","GP18","GP19","GP20","SWLS1","SWLS2","SWLS3","SWLS4","SWLS5","P1","P2","DPmean","AIPmean","GPmean","SWLSmean","HDI","Category"
"United States",22,"Female","No Kids","ltuni","student",10000,"",NA,0,"Medium-Sized","Single",0,0,4,5,5,5,5,2,2,4,3,2,3,3,4,1,4,2,2,3,2,3,3,2,2,4,4,3,5,4,4,3,3,4,4,3,4,3,2,4,5,4,2,3,3,2,4,"yes","no",4.8,2.66666666666667,3.5,2.8,0.92,"Very High"
"United States",55,"Female","Yes Kids","ltuni","retired",NA,"",0,0,"Medium-Sized","Married",1,0,3,2,2,2,2,1,1,4,4,2,2,3,3,3,4,4,2,2,2,1,2,2,2,1,1,1,3,2,4,1,2,4,3,3,3,4,3,4,4,3,4,4,4,4,4,"yes","no",2.2,2.53333333333333,2.6,4,0.92,"Very High"
"United States",37,"Female","No Kids","phd","full-time",250000,"",13,0,"Large Town","",0,0,2,3,2,1,1,1,1,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,3,1,1,1,1,1,2,1,2,3,3,4,4,4,"no","no",1.8,1.26666666666667,1.35,3.6,0.92,"Very High"
"United States",67,"Female","No Kids","ltuni","full-time",87500,"",0,0,"Medium-Sized","Married",0,0,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,3,3,5,5,4,"no","no",1.4,1.26666666666667,1.5,4,0.92,"Very High"
"United States",55,"Male","Yes Kids","high","part-time",15000,"",0,0,"Medium-Sized","Separated",0,1,4,4,4,4,4,5,2,2,3,4,3,4,5,4,5,4,4,5,3,4,4,4,3,4,4,3,5,2,4,4,3,4,5,3,5,5,5,4,4,4,2,2,2,2,1,"yes","yes",4,3.8,3.95,1.8,0.92,"Very High"
"United States",45,"Male","Yes Kids","ma","full-time",25000,"",5,0,"Large Town","Married",0,1,4,3,4,3,3,3,3,2,3,3,2,2,5,4,4,4,3,3,2,4,4,3,4,4,4,3,3,4,4,3,2,4,4,4,4,4,4,4,3,3,3,3,3,2,2,"yes","yes",3.4,3.13333333333333,3.6,2.6,0.92,"Very High"
"United States",45,"Female","No Kids","deg","full-time",87500,"",9,0,"Village","Single",0,0,2,2,5,2,2,1,1,3,1,1,1,1,1,1,2,4,4,4,1,1,2,1,2,1,1,3,2,3,2,1,2,2,1,5,2,5,4,2,2,3,2,2,2,2,1,"no","no",2.6,1.8,2.3,1.8,0.92,"Very High"
"United States",80,"Female","Yes Kids","ltuni","retired",45000,"",0,0,"Village","Widowed",1,1,4,3,3,1,1,1,1,5,4,1,4,2,3,1,5,1,3,2,1,1,4,1,1,2,1,2,3,1,4,1,3,3,3,2,2,4,1,3,3,3,3,4,4,4,2,"no","no",2.4,2.33333333333333,2.35,3.4,0.92,"Very High"
"United States",45,"Female","No Kids","ma","full-time",55000,"",14,0,"Small Town","Single",0,0,3,3,2,3,3,5,3,3,4,4,4,4,4,4,4,3,3,2,3,4,4,5,2,3,5,1,4,4,4,3,4,4,5,4,4,5,5,3,4,4,2,3,2,1,2,"yes","yes",2.8,3.6,3.85,2,0.92,"Very High"
"United States",28,"Female","No Kids","ma","student",15000,"",1,9,"Small Town","Divorced",0,0,2,2,2,3,3,1,4,5,3,4,4,4,5,4,4,2,5,3,5,3,3,1,4,5,4,1,3,4,4,2,4,5,1,3,4,5,2,5,3,5,3,3,4,3,1,"yes","yes",2.4,3.73333333333333,3.4,2.8,0.92,"Very High"
"United States",45,"Female","Yes Kids","deg","full-time",67500,"",12,0,"Small Town","Married",1,1,3,2,3,3,2,1,1,1,3,3,2,3,3,2,3,1,3,2,3,2,3,2,2,2,3,2,3,2,3,2,2,3,1,2,3,3,3,2,2,2,4,3,4,4,3,"yes","no",2.6,2.2,2.35,3.6,0.92,"Very High"
"United States",55,"Female","Yes Kids","ma","full-time",150000,"",13,0,"Large Town","Married",0,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,4,1,4,3,2,3,2,2,1,2,4,5,5,5,5,"no","no",1.4,1.33333333333333,1.8,4.8,0.92,"Very High"
"United States",37,"Female","No Kids","ma","full-time",35000,"",4,6,"Village","Single",0,0,1,2,2,2,2,1,4,3,4,2,3,3,4,3,4,4,5,4,4,4,3,1,3,4,2,3,2,1,2,4,4,2,2,4,4,1,1,3,2,4,3,4,4,3,1,"yes","no",1.8,3.46666666666667,2.6,3,0.92,"Very High"
"United States",55,"Male","Yes Kids","phd","part-time",150000,"",12,0,"Village","Married",2,0,2,1,1,1,5,1,1,3,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,5,1,1,1,1,1,1,3,1,2,4,4,5,5,3,"no","no",2,1.33333333333333,1.45,4.2,0.92,"Very High"
"United States",28,"Male","No Kids","deg","full-time",45000,"",1,10,"Village","Single",0,0,4,4,4,3,3,3,4,5,4,4,2,4,4,4,4,5,5,4,5,4,5,2,4,5,4,4,4,4,5,3,4,4,4,5,5,5,4,4,4,5,3,3,4,4,4,"yes","yes",3.6,4.06666666666667,4.2,3.6,0.92,"Very High"
"United States",28,"Female","Yes Kids","ltuni","full-time",35000,"",3,0,"Village","Single",1,0,5,5,5,5,5,5,5,5,1,1,1,5,5,1,1,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,"yes","yes",5,3.66666666666667,4.95,1,0.92,"Very High"
"United States",28,"Female","No Kids","ma","student",15000,"",3,0,"Large Town","Single",0,0,3,1,2,2,2,3,2,3,4,5,5,3,4,5,5,4,3,5,4,5,5,2,1,2,3,3,2,3,5,1,4,5,3,3,5,4,4,5,5,5,2,3,2,4,1,"yes","yes",2,4,3.5,2.4,0.92,"Very High"
"United States",45,"Female","Yes Kids","ltuni","full-time",67500,"",5,0,"Village","Single",0,1,4,4,5,3,3,3,3,4,4,4,2,4,5,4,4,4,5,5,4,4,4,3,5,3,4,4,4,4,5,4,5,5,4,4,5,5,4,5,5,5,1,1,2,1,2,"yes","yes",3.8,3.93333333333333,4.35,1.4,0.92,"Very High"
"United States",37,"Female","Yes Kids","phd","unemployed",10000,"",0,8,"Small Town","Married",1,0,4,4,4,4,4,1,3,4,4,3,4,5,4,2,4,5,5,1,4,3,4,2,3,3,3,2,4,5,4,4,4,4,1,1,5,2,3,4,4,4,3,3,2,4,3,"yes","yes",4,3.46666666666667,3.3,3,0.92,"Very High"
"United States",55,"Male","No Kids","deg","unemployed",10000,"",0,0,"Village","Single",0,0,2,3,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,3,3,2,2,3,3,2,2,3,3,4,2,3,3,2,3,2,1,1,3,3,1,"no","no",2.2,1.4,2.45,1.8,0.92,"Very High"
"United States",55,"Female","Yes Kids","phd","part-time",45000,"",0,0,"Village","Married",2,0,3,3,3,3,3,1,1,1,3,3,2,2,3,2,5,3,4,1,2,1,2,1,2,3,2,5,3,4,4,2,3,3,2,2,3,4,1,5,5,2,2,2,2,4,3,"yes","no",3,2.26666666666667,2.9,2.6,0.92,"Very High"
"United States",21,"Male","No Kids","ltuni","student",10000,"",3,0,"8","Single",0,0,4,4,4,5,5,4,4,5,2,5,4,5,4,4,5,3,4,5,4,5,2,2,5,4,5,3,4,3,5,3,3,5,2,3,5,4,3,4,4,5,2,2,2,3,2,"yes","yes",4.4,4.2,3.7,2.2,0.92,"Very High"
"United States",25,"Male","No Kids","deg","full-time",250000,"",3,0,"Village","Single",0,0,5,4,3,4,4,3,4,5,4,3,1,5,3,3,4,5,4,5,4,3,4,3,2,5,5,4,4,3,4,3,3,4,5,4,4,1,4,3,5,4,4,4,4,4,4,"yes","yes",4,3.73333333333333,3.7,4,0.92,"Very High"
"United States",28,"Male","No Kids","ma","full-time",87500,"",1,8,"Small Town","Married",0,0,5,5,3,3,4,2,1,1,2,5,5,5,4,5,5,5,1,2,1,5,5,1,3,1,2,2,5,3,5,1,4,5,2,4,5,4,2,5,5,5,1,2,1,1,1,"yes","yes",4,3.26666666666667,3.45,1.2,0.92,"Very High"
"United States",45,"Female","No Kids","ma","student",55000,"",NA,0,"Village","Single",0,0,5,5,5,3,3,2,1,5,2,4,3,4,4,4,5,3,2,3,2,4,4,2,3,4,4,4,4,3,5,5,4,4,3,4,4,4,4,4,4,4,2,3,3,2,2,"yes","no",4.2,3.2,3.85,2.4,0.92,"Very High"
"United States",32,"Female","No Kids","ma","full-time",67500,"",1,4,"Large Town","Single",0,0,3,3,2,2,2,1,1,1,3,1,3,2,2,1,2,1,1,2,1,2,3,2,1,2,2,2,3,3,4,3,4,4,1,2,1,1,1,2,2,4,2,4,4,3,3,"yes","no",2.4,1.6,2.35,3.2,0.92,"Very High"
"United States",45,"Male","Yes Kids","deg","full-time",150000,"",12,0,"Small Town","Married",1,0,3,2,2,2,2,1,1,5,2,2,3,2,3,2,2,1,1,2,2,2,3,3,4,5,2,2,3,2,4,2,4,3,2,3,2,5,2,2,4,4,3,3,3,3,2,"yes","no",2.2,2.06666666666667,3.05,2.8,0.92,"Very High"
"United States",55,"Female","Yes Kids","deg","retired",150000,"",0,0,"Small Town","Married",1,1,2,2,2,1,1,1,2,2,4,2,1,3,3,1,4,2,3,3,3,1,4,1,3,4,1,3,3,4,3,3,3,3,3,4,4,3,2,5,3,3,3,3,3,4,4,"yes","no",1.6,2.33333333333333,3.1,3.4,0.92,"Very High"
"United States",21,"Male","No Kids","ltuni","full-time",35000,"",3,0,"Large Town","Single",0,0,4,4,5,3,3,2,2,5,1,1,1,4,4,2,2,4,1,1,1,5,5,1,5,5,5,1,5,5,5,1,5,5,1,5,5,5,5,5,5,5,4,4,4,4,2,"yes","yes",3.8,2.4,4.2,3.6,0.92,"Very High"
"United States",21,"Female","No Kids","dip","student",10000,"",2,0,"Small Town","Single",0,0,3,4,3,2,2,3,2,2,3,2,3,2,3,2,3,4,3,3,3,3,2,2,2,4,5,2,2,3,3,3,4,3,2,3,3,4,4,3,4,4,3,3,2,2,3,"yes","yes",2.8,2.73333333333333,3.1,2.6,0.92,"Very High"
"United States",37,"Female","No Kids","deg","part-time",10000,"",0,2,"Large Town","Single",0,0,4,4,4,3,3,2,4,4,5,3,1,5,4,2,4,4,5,2,5,4,4,1,3,5,2,2,4,4,4,5,5,4,2,4,3,5,4,5,4,2,2,1,2,1,1,"yes","yes",3.6,3.6,3.6,1.4,0.92,"Very High"
"United States",22,"Female","No Kids","deg","full-time",45000,"",0,3,"","Single",0,0,4,3,2,1,1,1,1,1,2,1,2,3,3,1,3,3,2,1,1,1,4,3,2,2,2,2,4,2,4,2,3,3,1,2,3,4,1,3,4,3,3,3,4,4,3,"yes","no",2.2,1.73333333333333,2.7,3.4,0.92,"Very High"
"United States",32,"Female","No Kids","ma","unemployed",35000,"",4,0,"Village","Single",0,0,5,5,4,4,3,2,4,4,5,5,3,5,3,4,5,2,5,3,5,5,5,3,3,4,5,2,3,3,5,5,5,5,1,2,3,3,3,3,4,3,3,4,2,3,2,"yes","no",4.2,4,3.5,2.8,0.92,"Very High"
"United States",32,"Female","No Kids","phd","full-time",55000,"",5,0,"Rural/Country","Single",0,0,4,3,3,1,1,1,2,5,4,2,3,4,5,2,4,3,3,4,2,3,3,1,1,5,3,4,2,3,5,2,4,5,1,1,4,3,2,3,4,4,4,4,4,4,3,"yes","no",2.4,3.13333333333333,3,3.8,0.92,"Very High"
"United States",67,"Male","No Kids","ltuni","part-time",15000,"",3,7,"Small Town","Divorced",0,0,5,5,4,4,4,4,2,5,4,4,3,4,4,4,4,4,3,5,2,5,5,3,4,5,4,3,4,4,4,3,3,4,4,4,4,5,4,4,5,5,2,2,3,2,4,"yes","yes",4.4,3.8,4.05,2.6,0.92,"Very High"
"United States",24,"Female","No Kids","ltuni","full-time",NA,"",0,1,"Large Town","Single",0,0,4,4,3,3,3,5,4,3,5,4,3,4,4,4,4,4,4,2,5,3,4,2,3,4,3,2,4,3,3,1,3,4,2,3,4,4,4,4,5,3,2,2,3,2,2,"yes","yes",3.4,3.86666666666667,3.25,2.2,0.92,"Very High"
"United States",67,"Female","Yes Kids","phd","part-time",35000,"",0,0,"Small Town","Divorced",2,0,2,3,2,1,1,1,1,2,3,3,1,4,5,2,5,1,4,3,2,4,4,1,1,1,1,2,4,3,5,4,4,5,2,1,5,2,2,4,3,4,3,3,3,2,4,"yes","yes",1.8,2.73333333333333,2.9,3,0.92,"Very High"
"United States",25,"Female","No Kids","deg","full-time",15000,"",2,0,"Village","Single",0,0,4,4,3,4,4,3,1,5,3,2,1,3,4,1,2,4,1,2,1,5,5,2,3,5,3,3,4,4,4,4,1,5,3,2,5,2,4,5,5,5,3,3,2,3,3,"yes","yes",3.8,2.53333333333333,3.7,2.8,0.92,"Very High"
"United States",28,"Female","No Kids","dip","full-time",35000,"",1,11,"Small Town","Single",0,0,3,2,2,2,2,2,1,5,2,1,1,2,3,2,3,4,3,4,2,3,3,4,4,2,5,5,1,3,1,4,4,4,3,5,3,5,5,3,5,3,3,2,2,3,3,"yes","yes",2.2,2.53333333333333,3.6,2.6,0.92,"Very High"
"United States",21,"Female","No Kids","ltuni","student",NA,"",0,0,"Village","Single",0,0,3,2,3,2,2,3,1,2,1,3,2,4,4,3,4,3,2,3,2,4,3,3,3,4,4,3,3,3,3,2,3,3,3,3,4,3,3,3,4,3,3,2,3,3,3,"yes","yes",2.4,2.73333333333333,3.15,2.8,0.92,"Very High"
"United States",28,"Female","No Kids","phd","student",25000,"",5,0,"Large Town","Single",0,0,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,3,3,2,"yes","no",3,2.93333333333333,2.9,2.6,0.92,"Very High"
"United States",37,"Male","Yes Kids","ltuni","full-time",150000,"",0,0,"Rural/Country","Married",1,1,4,4,4,4,4,4,3,5,4,3,3,3,4,3,3,4,4,4,4,4,3,1,4,5,2,5,1,4,4,4,2,4,3,4,4,4,4,4,2,4,3,3,4,4,3,"yes","yes",4,3.66666666666667,3.4,3.4,0.92,"Very High"
"United States",45,"Male","No Kids","high","full-time",150000,"",0,0,"Large Town","Married",0,0,3,2,2,2,2,1,2,3,3,3,2,3,3,3,3,2,3,2,2,3,4,2,2,2,1,2,3,2,3,4,2,3,2,2,3,3,2,4,3,3,1,2,2,2,1,"yes","no",2.2,2.53333333333333,2.6,1.6,0.92,"Very High"
"United States",32,"Male","No Kids","ma","full-time",35000,"",6,0,"Rural/Country","Single",0,0,3,4,4,4,4,1,2,2,4,4,4,4,4,4,4,1,4,1,4,4,4,1,5,4,1,2,4,3,4,4,4,4,5,3,4,1,1,4,5,4,2,3,3,2,1,"yes","yes",3.8,3.13333333333333,3.35,2.2,0.92,"Very High"
"United States",45,"Male","No Kids","deg","unemployed",150000,"",0,0,"Large Town","Single",0,0,4,3,4,4,4,2,5,5,5,4,3,2,5,5,5,5,5,4,3,5,5,2,4,5,5,4,3,2,5,3,2,4,4,5,4,5,5,5,5,5,1,1,2,1,1,"yes","yes",3.8,4.2,4.1,1.2,0.92,"Very High"
"United States",55,"Female","Yes Kids","deg","full-time",25000,"",0,8,"Small Town","Married",2,2,4,4,4,4,4,5,3,5,5,2,5,3,4,1,5,5,5,5,3,5,5,3,4,2,5,4,5,4,5,3,5,4,4,4,4,5,5,5,5,4,1,1,1,1,1,"yes","yes",4,4.06666666666667,4.25,1,0.92,"Very High"
"United States",37,"Female","No Kids","","full-time",67500,"",10,0,"Rural/Country","Single",0,0,4,4,5,4,4,1,1,5,2,1,1,2,2,1,1,2,1,3,1,1,2,1,3,1,3,2,3,4,4,2,2,3,2,4,3,5,3,3,3,3,3,3,3,3,3,"yes","no",4.2,1.66666666666667,2.8,3,0.92,"Very High"
"United States",67,"Female","Yes Kids","phd","full-time",150000,"",0,0,"Small Town","Widowed",3,2,4,4,4,3,3,1,1,2,5,3,5,5,5,4,5,2,2,4,2,5,5,4,4,2,2,2,5,3,5,5,4,5,3,4,4,4,3,5,4,5,3,4,5,5,1,"yes","no",3.6,3.4,3.9,3.6,0.92,"Very High"
"United States",55,"Female","Yes Kids","phd","full-time",87500,"",0,0,"Village","Married",2,0,4,4,4,2,2,1,2,4,5,5,4,2,3,3,5,4,5,3,5,4,4,3,3,5,5,4,4,4,4,5,4,5,5,5,4,5,4,4,3,4,3,3,3,3,2,"yes","yes",3.2,3.66666666666667,4.2,2.8,0.92,"Very High"
"United States",45,"Male","No Kids","high","unemployed",25000,"",3,4,"Large Town","Married",0,0,5,5,4,3,3,2,5,4,5,5,5,5,5,4,5,3,5,3,5,5,5,2,5,5,2,2,5,4,5,5,4,5,2,3,4,5,4,5,5,5,2,3,2,3,1,"yes","yes",4,4.4,4.1,2.2,0.92,"Very High"
"United States",55,"Male","Yes Kids","phd","full-time",250000,"",0,0,"Small Town","Married",1,1,3,3,3,2,2,1,2,5,2,4,3,2,3,2,3,3,3,3,2,3,3,3,4,1,2,3,3,3,2,2,3,3,3,4,4,4,4,4,3,3,3,3,3,3,2,"yes","yes",2.6,2.73333333333333,3.05,2.8,0.92,"Very High"
"United States",32,"Female","Yes Kids","ltuni","full-time",15000,"",10,0,"Rural/Country","Separated",3,1,3,2,1,1,1,4,3,1,2,2,5,2,3,2,5,3,3,2,1,4,3,1,5,5,3,2,1,3,3,2,5,4,5,5,4,5,4,3,3,2,1,1,1,1,1,"no","yes",1.6,2.8,3.4,1,0.92,"Very High"
"United States",45,"Female","No Kids","deg","full-time",NA,"",6,0,"Village","Divorced",0,0,3,3,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,4,2,2,4,2,2,3,3,4,1,2,4,3,2,2,4,1,2,3,3,3,4,3,4,2,"yes","no",2.2,1.2,2.65,3.2,0.92,"Very High"
"United States",55,"Female","Yes Kids","ma","full-time",45000,"",0,0,"Large Town","Married",1,2,3,3,3,2,2,2,2,4,4,2,2,4,4,3,4,4,4,2,3,2,3,2,3,2,3,3,3,3,3,3,4,4,2,3,4,4,3,4,3,2,4,5,5,5,4,"yes","yes",2.6,3.06666666666667,3.05,4.6,0.92,"Very High"
"United States",45,"Female","No Kids","ma","full-time",87500,"",0,0,"8","Married",0,0,2,2,2,2,2,1,2,3,3,4,3,3,3,4,4,3,3,2,2,2,3,1,1,1,1,3,2,3,4,3,3,4,1,2,3,3,1,4,4,4,3,3,4,4,3,"yes","no",2,2.8,2.55,3.4,0.92,"Very High"
"United States",45,"Female","Yes Kids","deg","part-time",NA,"",4,0,"","Married",1,0,4,4,4,4,4,3,1,5,1,4,3,4,5,4,4,4,5,5,5,5,5,3,3,4,2,5,2,5,5,5,2,4,5,4,5,5,4,5,2,4,2,2,2,2,1,"yes","yes",4,3.86666666666667,3.95,1.8,0.92,"Very High"
"United States",32,"Female","Yes Kids","deg","full-time",67500,"",3,0,"Village","Married",0,1,3,2,1,1,1,1,1,3,2,2,2,2,3,2,3,2,3,3,2,3,3,2,3,3,1,3,1,2,3,2,2,3,2,3,4,4,3,3,2,2,4,4,4,4,4,"yes","no",1.6,2.26666666666667,2.55,4,0.92,"Very High"
"United States",55,"Male","No Kids","ma","full-time",55000,"",0,0,"","Married",0,0,3,3,3,2,2,1,1,2,1,1,1,1,2,1,1,3,1,2,1,1,2,1,1,1,4,2,1,3,2,1,1,1,1,2,2,2,1,2,2,2,4,4,4,4,4,"no","no",2.6,1.33333333333333,1.7,4,0.92,"Very High"
"United States",28,"Female","No Kids","deg","part-time",15000,"",1,0,"Village","Single",0,0,4,3,3,3,3,2,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,3,4,4,4,4,4,4,2,3,4,4,4,4,4,4,3,3,3,4,2,"yes","yes",3.2,3.93333333333333,3.65,3,0.92,"Very High"
"United States",19,"Female","No Kids","ltuni","student",10000,"",1,0,"Village","Single",0,0,4,3,4,2,1,1,3,3,4,1,2,1,1,1,2,2,4,2,4,1,3,3,2,3,4,2,2,3,3,3,3,3,1,3,2,3,3,1,2,1,4,3,3,3,2,"yes","no",2.8,2.13333333333333,2.5,3,0.92,"Very High"
"United States",45,"Female","Yes Kids","deg","student",250000,"",2,0,"Small Town","Married",0,2,3,1,1,1,1,2,1,4,4,1,2,2,2,2,1,3,3,4,2,3,3,2,2,4,4,4,3,4,3,1,2,2,4,4,2,2,2,4,3,2,3,4,3,4,3,"no","yes",1.4,2.4,2.85,3.4,0.92,"Very High"
"United States",45,"Female","No Kids","phd","full-time",35000,"",1,0,"Medium-Sized","Married",0,0,1,2,1,1,1,1,1,2,2,1,1,1,2,1,3,3,2,3,2,1,3,1,1,2,1,2,2,2,2,1,3,2,2,3,3,5,3,2,2,2,4,5,5,5,3,"yes","no",1.2,1.73333333333333,2.2,4.4,0.92,"Very High"
"United States",45,"Female","No Kids","deg","full-time",87500,"",12,0,"Large Town","Single",0,0,4,3,2,2,2,1,1,1,2,3,2,4,4,3,3,1,3,3,3,3,4,2,3,2,4,3,3,3,3,2,3,3,2,3,4,4,3,4,4,3,3,3,3,3,2,"yes","yes",2.6,2.46666666666667,3.1,2.8,0.92,"Very High"
"United States",37,"Male","Yes Kids","dip","full-time",55000,"",5,10,"Large-City","Married",1,1,4,4,2,3,3,4,4,2,4,4,2,3,5,3,4,3,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,3,3,5,"yes","yes",3.2,3.6,3.8,3.6,0.92,"Very High"
"United States",23,"Male","No Kids","ltuni","part-time",15000,"",0,3,"Village","Single",0,0,4,4,3,3,3,3,3,4,4,3,2,4,3,3,3,4,4,4,3,3,4,3,2,4,3,2,4,4,4,4,5,4,3,4,3,4,4,3,3,4,4,3,3,4,4,"yes","yes",3.4,3.33333333333333,3.55,3.6,0.92,"Very High"
"United States",45,"Male","Yes Kids","deg","full-time",67500,"",12,7,"Large Town","Married",1,1,3,4,3,3,2,1,2,2,3,3,4,4,3,3,4,4,2,3,2,2,4,2,4,1,4,2,3,3,3,3,2,3,3,4,3,4,4,3,3,4,3,3,3,3,2,"yes","yes",3,2.8,3.1,2.8,0.92,"Very High"
"United States",37,"Male","Yes Kids","ma","full-time",250000,"",10,0,"Rural/Country","Married",3,0,5,5,4,3,3,3,2,4,4,4,4,5,5,2,5,5,3,5,3,3,5,4,4,5,4,3,3,4,5,5,4,5,3,5,5,5,5,5,3,4,4,4,5,5,4,"yes","yes",4,3.8,4.3,4.4,0.92,"Very High"
"United States",22,"Male","No Kids","deg","student",25000,"",2,0,"Small Town","Single",0,0,4,1,3,2,1,1,1,5,2,1,1,4,3,1,3,1,3,1,4,1,3,1,1,1,1,1,3,4,4,5,4,4,1,2,3,5,2,2,2,2,4,5,4,3,4,"yes","yes",2.2,2.13333333333333,2.55,4,0.92,"Very High"
"United States",28,"Female","No Kids","ma","student",15000,"",4,0,"","Single",0,0,2,3,3,3,3,2,1,3,2,2,3,3,3,2,3,3,3,4,1,3,4,3,3,4,3,3,4,3,1,1,3,4,4,3,4,4,3,2,3,4,4,4,4,4,4,"yes","no",2.8,2.53333333333333,3.15,4,0.92,"Very High"
"United States",19,"Female","No Kids","ltuni","student",10000,"",0,0,"Rural/Country","Single",0,0,4,4,4,1,1,1,1,2,4,1,1,5,5,1,5,4,3,4,3,2,4,1,2,5,5,3,5,4,5,2,5,5,2,4,5,5,5,2,5,4,5,5,5,5,5,"yes","yes",2.8,2.8,3.9,5,0.92,"Very High"
"United States",20,"Female","No Kids","ltuni","student",10000,"",2,0,"Large Town","Single",0,0,3,3,4,2,1,1,1,4,3,1,3,2,2,3,3,2,1,3,1,1,3,1,2,4,3,3,2,4,3,3,3,3,1,2,2,4,4,3,3,3,4,4,4,4,5,"yes","no",2.6,2.06666666666667,2.8,4.2,0.92,"Very High"
"United States",45,"Male","No Kids","deg","retired",67500,"",5,10,"Small Town","Single",0,0,3,3,3,2,2,1,2,2,3,3,4,3,3,3,4,3,3,4,2,3,3,1,3,3,4,2,3,4,3,3,2,3,3,4,4,2,2,4,3,3,3,3,3,2,3,"yes","no",2.6,2.86666666666667,2.95,2.8,0.92,"Very High"
"United States",67,"Male","Yes Kids","phd","full-time",150000,"",7,2,"Small Town","Married",3,2,3,2,2,2,3,1,1,2,3,3,3,2,4,1,4,1,2,1,2,2,3,1,2,1,1,1,3,2,2,1,4,2,1,4,3,4,2,4,2,2,3,5,4,5,1,"no","no",2.4,2.13333333333333,2.25,3.6,0.92,"Very High"
"United States",24,"Female","No Kids","ltuni","full-time",15000,"",3,3,"Medium-Sized","Single",0,0,4,4,3,2,1,1,2,5,2,2,1,3,4,2,2,2,1,4,4,2,3,2,4,2,5,5,3,3,3,2,4,3,2,4,4,5,4,3,3,2,4,4,5,3,3,"yes","yes",2.8,2.46666666666667,3.3,3.8,0.92,"Very High"
"United States",32,"Male","No Kids","ltuni","part-time",67500,"",1,3,"Village","Single",0,0,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,5,3,5,5,4,4,4,4,4,4,5,4,4,3,5,3,3,4,4,4,4,4,4,4,3,2,3,2,1,"yes","yes",4,4.33333333333333,3.95,2.2,0.92,"Very High"
"United States",45,"Male","No Kids","phd","student",25000,"",1,9,"Medium-Sized","Married",0,0,2,3,2,2,2,1,2,3,2,2,2,2,2,1,2,2,3,3,2,2,2,1,3,2,2,2,2,2,2,1,3,2,3,3,3,4,1,2,2,2,2,2,3,4,4,"yes","yes",2.2,2.06666666666667,2.2,3,0.92,"Very High"
"United States",32,"Male","No Kids","phd","full-time",45000,"",0,8,"Village","Single",0,0,3,2,3,2,2,2,2,5,2,3,1,2,4,3,2,2,3,3,2,3,2,2,3,3,3,2,3,3,3,3,2,3,2,3,3,4,3,3,3,3,4,4,5,5,4,"no","no",2.4,2.6,2.8,4.4,0.92,"Very High"
"United States",23,"Male","No Kids","dip","full-time",25000,"",0,3,"Small Town","Single",0,0,4,4,4,4,4,2,1,4,3,4,3,5,4,5,4,3,2,4,2,3,4,3,3,3,4,2,5,4,5,2,4,4,2,3,5,4,4,3,4,4,2,4,2,2,1,"yes","yes",4,3.26666666666667,3.6,2.2,0.92,"Very High"
"United States",32,"Female","No Kids","ma","full-time",25000,"",2,10,"Village","Single",0,0,2,4,4,3,3,2,1,2,3,3,2,3,3,2,3,1,1,3,3,3,4,3,2,2,3,2,3,4,3,2,3,3,2,3,3,4,3,3,4,2,2,3,2,1,3,"yes","no",3.2,2.33333333333333,2.9,2.2,0.92,"Very High"
"United States",55,"Male","Yes Kids","phd","full-time",150000,"",0,0,"Rural/Country","Married",3,1,3,2,2,2,2,4,3,5,5,4,1,4,4,3,4,4,4,3,4,3,3,2,3,4,4,4,4,3,4,4,4,4,4,4,2,4,4,4,4,3,3,3,4,4,2,"yes","yes",2.2,3.66666666666667,3.6,3.2,0.92,"Very High"
"United States",55,"Male","No Kids","ma","unemployed",10000,"",0,0,"Small Town","Married",0,0,2,3,2,3,3,2,1,1,1,3,4,4,3,3,3,2,1,2,1,5,3,3,3,2,3,3,3,3,4,1,2,3,2,3,4,4,2,3,3,3,2,2,1,2,1,"yes","yes",2.6,2.4,2.85,1.6,0.92,"Very High"
